 
****************************************
Report : timing
        -path end
        -delay max
Design : FPAddSub_reduced
Version: K-2015.06-SP4
Date   : Tue Jul  7 21:20:10 2020
****************************************

Operating Conditions: typical   Library: gscl45nm
Wire Load Model Mode: top

Endpoint                         Path Delay     Path Required     Slack
pipe_2_reg[30]/D (DFFPOSX1)         1.21 f            1.94         0.74
pipe_3_reg[13]/D (DFFPOSX1)         1.06 f            1.94         0.89
pipe_3_reg[15]/D (DFFPOSX1)         0.93 f            1.94         1.01
pipe_3_reg[16]/D (DFFPOSX1)         0.93 f            1.94         1.01
pipe_3_reg[17]/D (DFFPOSX1)         0.93 f            1.94         1.01
pipe_3_reg[18]/D (DFFPOSX1)         0.93 f            1.94         1.01
pipe_3_reg[19]/D (DFFPOSX1)         0.93 f            1.94         1.01
pipe_3_reg[20]/D (DFFPOSX1)         0.93 f            1.94         1.01
pipe_3_reg[21]/D (DFFPOSX1)         0.93 f            1.94         1.01
pipe_3_reg[14]/D (DFFPOSX1)         0.93 f            1.94         1.01
pipe_3_reg[22]/D (DFFPOSX1)         0.93 f            1.94         1.01
pipe_2_reg[45]/D (DFFPOSX1)         0.74 f            1.94         1.20
pipe_3_reg[31]/D (DFFPOSX1)         0.73 f            1.94         1.21
pipe_2_reg[40]/D (DFFPOSX1)         0.73 f            1.94         1.21
pipe_3_reg[43]/D (DFFPOSX1)         0.73 f            1.94         1.21
pipe_3_reg[45]/D (DFFPOSX1)         0.73 f            1.94         1.21
pipe_3_reg[44]/D (DFFPOSX1)         0.73 f            1.94         1.21
pipe_3_reg[38]/D (DFFPOSX1)         0.73 f            1.94         1.21
pipe_3_reg[40]/D (DFFPOSX1)         0.73 f            1.94         1.21
pipe_3_reg[39]/D (DFFPOSX1)         0.73 f            1.94         1.21
pipe_3_reg[42]/D (DFFPOSX1)         0.73 f            1.94         1.22
pipe_3_reg[41]/D (DFFPOSX1)         0.73 f            1.94         1.22
pipe_3_reg[30]/D (DFFPOSX1)         0.72 f            1.94         1.22
pipe_3_reg[29]/D (DFFPOSX1)         0.72 f            1.94         1.22
pipe_3_reg[32]/D (DFFPOSX1)         0.72 f            1.94         1.22
pipe_2_reg[42]/D (DFFPOSX1)         0.72 f            1.94         1.22
pipe_2_reg[44]/D (DFFPOSX1)         0.72 f            1.94         1.22
pipe_2_reg[41]/D (DFFPOSX1)         0.72 f            1.94         1.22
pipe_3_reg[36]/D (DFFPOSX1)         0.72 f            1.94         1.23
pipe_3_reg[37]/D (DFFPOSX1)         0.72 f            1.94         1.23
pipe_2_reg[43]/D (DFFPOSX1)         0.71 f            1.94         1.23
pipe_3_reg[28]/D (DFFPOSX1)         0.71 f            1.94         1.23
pipe_3_reg[27]/D (DFFPOSX1)         0.71 f            1.94         1.23
pipe_2_reg[39]/D (DFFPOSX1)         0.71 f            1.94         1.23
pipe_3_reg[12]/D (DFFPOSX1)         0.71 f            1.94         1.24
pipe_3_reg[35]/D (DFFPOSX1)         0.70 f            1.94         1.24
pipe_3_reg[26]/D (DFFPOSX1)         0.70 f            1.94         1.25
pipe_3_reg[33]/D (DFFPOSX1)         0.68 f            1.94         1.26
pipe_3_reg[34]/D (DFFPOSX1)         0.68 f            1.94         1.26
pipe_3_reg[25]/D (DFFPOSX1)         0.57 f            1.94         1.37
pipe_3_reg[24]/D (DFFPOSX1)         0.57 f            1.94         1.37
pipe_3_reg[23]/D (DFFPOSX1)         0.51 f            1.94         1.43
pipe_3_reg[9]/D (DFFPOSX1)          0.49 f            1.94         1.46
pipe_2_reg[7]/D (DFFPOSX1)          0.15 f            1.94         1.79
pipe_2_reg[6]/D (DFFPOSX1)          0.14 f            1.94         1.80
pipe_2_reg[5]/D (DFFPOSX1)          0.14 f            1.94         1.80
pipe_2_reg[8]/D (DFFPOSX1)          0.14 f            1.94         1.81
pipe_3_reg[6]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_3_reg[8]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_3_reg[7]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_3_reg[5]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_2_reg[16]/D (DFFPOSX1)         0.13 f            1.94         1.81
pipe_2_reg[15]/D (DFFPOSX1)         0.13 f            1.94         1.81
pipe_2_reg[14]/D (DFFPOSX1)         0.13 f            1.94         1.81
pipe_2_reg[13]/D (DFFPOSX1)         0.13 f            1.94         1.81
pipe_2_reg[12]/D (DFFPOSX1)         0.13 f            1.94         1.81
pipe_2_reg[11]/D (DFFPOSX1)         0.13 f            1.94         1.81
pipe_2_reg[10]/D (DFFPOSX1)         0.13 f            1.94         1.81
pipe_2_reg[9]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_2_reg[4]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_3_reg[4]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_2_reg[3]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_3_reg[3]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_2_reg[2]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_3_reg[2]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_2_reg[1]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_3_reg[1]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_2_reg[0]/D (DFFPOSX1)          0.13 f            1.94         1.81
pipe_3_reg[0]/D (DFFPOSX1)          0.13 f            1.94         1.81

1
 
****************************************
Report : timing
        -path end
        -delay max
Design : FPAddSub_reduced
Version: K-2015.06-SP4
Date   : Tue Jul  7 21:20:10 2020
****************************************

Operating Conditions: typical   Library: gscl45nm
Wire Load Model Mode: top

Endpoint                         Path Delay     Path Required     Slack
------------------------------------------------------------------------
flags[0] (out)                      1.80 r        infinity     infinity
flags[4] (out)                      1.76 r        infinity     infinity
result[30] (out)                    1.63 f        infinity     infinity
result[29] (out)                    1.59 f        infinity     infinity
result[28] (out)                    1.54 f        infinity     infinity
result[27] (out)                    1.50 f        infinity     infinity
result[26] (out)                    1.45 f        infinity     infinity
result[25] (out)                    1.41 f        infinity     infinity
result[24] (out)                    1.36 f        infinity     infinity
result[23] (out)                    1.32 f        infinity     infinity
result[22] (out)                    1.31 f        infinity     infinity
result[21] (out)                    1.26 f        infinity     infinity
result[20] (out)                    1.21 f        infinity     infinity
result[19] (out)                    1.16 f        infinity     infinity
result[18] (out)                    1.11 f        infinity     infinity
result[17] (out)                    1.06 f        infinity     infinity
result[16] (out)                    1.01 f        infinity     infinity
result[15] (out)                    0.96 f        infinity     infinity
result[14] (out)                    0.91 f        infinity     infinity
result[13] (out)                    0.86 f        infinity     infinity
result[12] (out)                    0.81 f        infinity     infinity
result[11] (out)                    0.76 f        infinity     infinity
result[10] (out)                    0.70 f        infinity     infinity
result[9] (out)                     0.65 f        infinity     infinity
result[8] (out)                     0.60 f        infinity     infinity
result[7] (out)                     0.55 f        infinity     infinity
result[6] (out)                     0.54 r        infinity     infinity
result[5] (out)                     0.54 r        infinity     infinity
result[4] (out)                     0.54 r        infinity     infinity
result[3] (out)                     0.54 r        infinity     infinity
result[2] (out)                     0.54 r        infinity     infinity
result[1] (out)                     0.54 r        infinity     infinity
result[0] (out)                     0.49 f        infinity     infinity
result[31] (out)                    0.27 r        infinity     infinity
flags[3] (out)                      0.21 f        infinity     infinity
flags[1] (out)                      0.17 f        infinity     infinity

1
